Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2017-04-18,382,382,0,36,16,67,28,107,40,0,79,0.4735,0.177,0.3496,0.7268,0.0743,0.1989,0,226,0,37,412,60
2017-04-19,383,383,0,35,15,66,29,26,7,0,185,0.1193,0.0321,0.8486,0.4026,0.0297,0.5677,2,218,0,37,525,143
2017-04-20,385,385,0,36,16,67,32,71,20,0,251,0.2076,0.0585,0.7339,0.4901,0.0505,0.4593,1,342,0,37,573,74
2017-04-21,385,385,0,51,15,67,32,93,29,0,220,0.2719,0.0848,0.6433,0.4579,0.0654,0.4766,4,342,0,37,505,53
2017-04-22,385,385,0,20,8,69,32,23,29,0,22,0.3108,0.3919,0.2973,0.507,0.3146,0.1784,0,74,0,37,187,38
2017-04-23,385,385,0,23,5,71,32,21,22,0,4,0.4468,0.4681,0.0851,0.6732,0.2745,0.0523,0,47,0,37,152,43
2017-04-24,386,386,0,40,9,78,35,41,2,0,42,0.4824,0.0235,0.4941,0.6772,0.0472,0.2756,0,85,0,37,286,68
2017-04-25,388,388,0,37,10,80,29,19,12,0,36,0.2836,0.1791,0.5373,0.6644,0.1003,0.2353,1,67,0,37,205,50
2017-04-26,389,389,0,36,13,81,26,35,31,0,40,0.3302,0.2925,0.3774,0.5965,0.2047,0.1988,2,106,0,37,212,24
2017-04-27,389,389,0,37,15,82,24,75,60,0,60,0.3846,0.3077,0.3077,0.6198,0.1858,0.1944,4,195,0,37,346,59
2017-04-28,389,389,0,32,10,72,24,38,31,0,43,0.3393,0.2768,0.3839,0.617,0.1954,0.1877,0,112,0,37,242,50
2017-04-29,390,390,0,19,3,73,25,7,0,0,0,1,0,0,0.9315,0.0137,0.0548,1,7,0,37,117,36
2017-04-30,391,391,0,26,10,72,28,45,0,0,13,0.7759,0,0.2241,0.9398,0.0038,0.0564,3,58,0,37,258,74
2017-05-01,393,393,0,35,12,69,29,109,8,0,44,0.677,0.0497,0.2733,0.8756,0.0294,0.095,3,161,0,37,2012,625
2017-05-02,394,394,0,38,13,68,29,79,61,0,54,0.4072,0.3144,0.2784,0.6807,0.198,0.1213,2,194,0,37,480,91
2017-05-03,394,394,0,35,12,65,29,19,29,0,30,0.2436,0.3718,0.3846,0.6536,0.1928,0.1536,2,78,0,37,298,82
2017-05-04,395,395,0,32,13,62,28,52,16,0,100,0.3095,0.0952,0.5952,0.5533,0.0822,0.3645,1,168,0,37,394,79
2017-05-05,395,395,0,31,9,59,25,63,17,0,25,0.6,0.1619,0.2381,0.7252,0.1262,0.1485,2,105,0,37,257,44
2017-05-06,396,396,0,20,9,59,28,21,12,0,12,0.4667,0.2667,0.2667,0.609,0.1805,0.2105,1,45,0,37,207,70
2017-05-07,397,397,0,21,4,62,28,0,5,0,1,0,0.8333,0.1667,0.7143,0.1786,0.1071,0,6,0,37,75,26
2017-05-08,399,399,0,32,11,63,27,46,23,0,79,0.3108,0.1554,0.5338,0.5216,0.145,0.3333,2,148,0,37,254,41
2017-05-09,399,399,0,32,11,59,28,18,22,0,40,0.225,0.275,0.5,0.5652,0.1957,0.2391,0,80,0,37,231,48
2017-05-10,399,399,0,37,15,59,27,42,2,0,135,0.2346,0.0112,0.7542,0.4419,0.0145,0.5436,2,179,0,37,384,68
2017-05-11,400,400,0,35,13,63,27,37,32,0,109,0.2079,0.1798,0.6124,0.5385,0.1077,0.3538,0,178,0,37,362,58
2017-05-12,402,402,0,46,13,70,28,42,20,0,36,0.4286,0.2041,0.3673,0.745,0.1119,0.1432,0,98,0,37,265,54
2017-05-13,402,402,0,32,7,73,27,20,13,0,0,0.6061,0.3939,0,0.7546,0.2147,0.0307,0,33,0,37,199,76
2017-05-14,402,402,0,31,8,74,26,8,4,0,2,0.5714,0.2857,0.1429,0.8776,0.1088,0.0136,0,14,0,37,127,44
2017-05-15,406,406,0,42,15,77,29,53,23,0,278,0.1497,0.065,0.7853,0.4007,0.0646,0.5347,2,354,0,37,573,89
2017-05-16,409,409,0,44,13,82,30,32,25,0,37,0.3404,0.266,0.3936,0.6506,0.1839,0.1655,3,94,0,37,387,127
2017-05-17,409,409,0,36,7,82,31,12,45,0,30,0.1379,0.5172,0.3448,0.5234,0.3333,0.1433,2,87,0,37,208,41
2017-05-18,410,410,0,36,12,79,29,60,57,0,35,0.3947,0.375,0.2303,0.5624,0.2845,0.1532,4,152,0,37,384,80
2017-05-19,411,411,0,39,9,73,30,44,34,0,72,0.2933,0.2267,0.48,0.4938,0.2035,0.3027,5,150,0,37,347,65
2017-05-20,412,412,0,20,5,74,28,14,14,0,0,0.5,0.5,0,0.7252,0.2519,0.0229,0,28,0,37,162,43
2017-05-21,413,413,0,19,5,71,28,3,5,0,15,0.1304,0.2174,0.6522,0.5054,0.1613,0.3333,0,23,0,37,113,29
2017-05-22,413,413,0,33,9,69,25,14,10,0,38,0.2258,0.1613,0.6129,0.6484,0.1133,0.2383,2,62,0,37,228,53
2017-05-23,415,415,0,32,12,66,25,65,43,0,45,0.4248,0.281,0.2941,0.6304,0.2326,0.137,0,153,0,37,325,63
2017-05-24,415,415,0,46,9,70,26,85,33,0,12,0.6538,0.2538,0.0923,0.7582,0.1784,0.0634,0,130,0,37,300,47
2017-05-25,417,417,0,33,11,72,25,213,65,0,32,0.6871,0.2097,0.1032,0.7659,0.1661,0.0681,1,310,0,37,480,61
2017-05-26,417,417,0,23,7,71,23,30,24,0,44,0.3061,0.2449,0.449,0.4583,0.2375,0.3042,0,98,0,37,282,72
2017-05-27,418,418,0,15,2,71,23,1,0,0,1,0.5,0,0.5,0.9355,0,0.0645,0,2,0,37,132,45
2017-05-28,418,418,0,8,2,70,23,6,0,0,0,1,0,0,1,0,0,0,6,0,37,124,43
2017-05-29,419,419,0,26,6,71,21,6,4,0,6,0.375,0.25,0.375,0.732,0.0825,0.1856,0,16,0,37,139,34
2017-05-30,419,419,0,23,6,64,17,13,45,0,8,0.197,0.6818,0.1212,0.3731,0.5622,0.0647,0,66,0,37,274,77
2017-05-31,420,420,0,29,7,55,18,42,18,0,33,0.4516,0.1935,0.3548,0.684,0.1319,0.184,1,93,0,37,225,42
2017-06-01,422,422,0,33,10,54,18,23,5,0,52,0.2875,0.0625,0.65,0.8991,0.0126,0.0883,0,80,0,37,2347,743
2017-06-02,423,423,0,25,9,59,20,49,94,0,40,0.2678,0.5137,0.2186,0.5693,0.2921,0.1386,2,183,0,37,575,146
2017-06-03,423,423,0,16,9,57,22,32,37,0,6,0.4267,0.4933,0.08,0.503,0.4379,0.0592,2,75,0,37,234,61
2017-06-04,424,424,0,14,4,57,21,19,0,0,0,1,0,0,0.9836,0,0.0164,0,19,0,37,126,36
2017-06-05,424,424,0,28,11,57,21,28,27,0,49,0.2692,0.2596,0.4712,0.6082,0.1725,0.2193,3,104,0,37,446,164
2017-06-06,427,427,0,29,8,61,22,31,14,0,41,0.3605,0.1628,0.4767,0.7107,0.0843,0.2051,0,86,0,37,366,114
2017-06-07,431,431,0,36,12,63,27,37,98,0,33,0.2202,0.5833,0.1964,0.5743,0.3248,0.1009,2,168,0,37,421,87
2017-06-08,433,433,0,35,10,58,26,37,24,0,29,0.4111,0.2667,0.3222,0.5753,0.2085,0.2162,6,90,0,37,282,83
2017-06-09,433,433,0,28,9,55,24,26,10,0,49,0.3059,0.1176,0.5765,0.5772,0.125,0.2978,0,85,0,37,340,116
2017-06-10,433,433,0,12,4,56,22,9,0,0,6,0.6,0,0.4,0.8163,0,0.1837,0,15,0,37,106,27
2017-06-11,433,433,0,15,6,56,22,14,5,0,4,0.6087,0.2174,0.1739,0.8021,0.1146,0.0833,0,23,0,37,170,85
2017-06-12,435,435,0,27,8,55,23,69,51,0,32,0.4539,0.3355,0.2105,0.7027,0.1324,0.1649,2,152,0,37,364,86
2017-06-13,435,435,0,27,12,53,23,31,45,0,130,0.1505,0.2184,0.6311,0.4498,0.1793,0.3708,3,206,0,37,379,65
2017-06-14,435,435,0,27,11,53,21,37,10,0,59,0.3491,0.0943,0.5566,0.5344,0.081,0.3846,1,106,0,37,270,72
2017-06-15,435,435,0,30,12,50,20,45,20,0,28,0.4839,0.2151,0.3011,0.6327,0.1745,0.1927,2,93,0,37,253,61
2017-06-16,436,436,0,36,11,53,23,42,11,0,79,0.3182,0.0833,0.5985,0.5984,0.0855,0.3161,1,132,0,37,384,102
2017-06-17,438,438,0,25,5,57,24,12,0,0,0,1,0,0,0.9709,0.0194,0.0097,0,12,0,37,148,50
2017-06-18,441,441,0,17,7,60,25,21,3,0,9,0.6364,0.0909,0.2727,0.7476,0.0777,0.1748,1,33,0,37,172,47
2017-06-19,443,443,0,32,11,61,27,26,21,0,43,0.2889,0.2333,0.4778,0.5462,0.1808,0.2731,0,90,0,37,295,79
2017-06-20,445,445,0,34,9,63,30,11,9,0,3,0.4783,0.3913,0.1304,0.8418,0.1017,0.0565,1,23,0,37,233,79
2017-06-21,446,446,0,44,14,69,32,33,12,0,55,0.33,0.12,0.55,0.613,0.0929,0.2941,0,100,0,37,257,55
2017-06-22,446,446,0,35,11,70,32,24,8,0,15,0.5106,0.1702,0.3191,0.6646,0.1524,0.1829,1,47,0,37,220,59
2017-06-23,449,449,0,31,15,72,34,25,10,0,34,0.3623,0.1449,0.4928,0.6565,0.0783,0.2652,1,69,0,37,313,105
2017-06-24,449,449,0,23,10,73,35,19,20,0,43,0.2317,0.2439,0.5244,0.3488,0.2267,0.4244,1,82,0,37,219,44
2017-06-25,449,449,0,12,5,72,33,11,38,0,6,0.2,0.6909,0.1091,0.3394,0.578,0.0826,1,55,0,37,162,36
2017-06-26,449,449,0,30,12,70,31,73,35,0,126,0.312,0.1496,0.5385,0.4786,0.1242,0.3971,0,234,0,37,533,114
2017-06-27,451,451,0,33,15,75,30,51,19,0,101,0.2982,0.1111,0.5906,0.5826,0.0996,0.3178,4,171,0,37,461,109
2017-06-28,452,452,0,39,18,72,32,117,35,0,74,0.5177,0.1549,0.3274,0.6967,0.1148,0.1885,3,226,0,37,391,58
2017-06-29,452,452,0,33,13,70,33,52,54,0,168,0.1898,0.1971,0.6131,0.498,0.1303,0.3718,2,274,0,37,519,101
2017-06-30,452,452,0,31,12,69,32,73,18,0,23,0.6404,0.1579,0.2018,0.731,0.1462,0.1228,10,114,0,37,430,117
2017-07-01,453,453,0,18,5,66,30,10,80,0,15,0.0952,0.7619,0.1429,0.7671,0.198,0.0349,1,105,0,37,2798,903
2017-07-02,453,453,0,14,4,64,30,4,5,0,8,0.2353,0.2941,0.4706,0.734,0.1064,0.1596,1,17,0,37,223,74
2017-07-03,453,453,0,27,10,64,29,45,37,0,15,0.4639,0.3814,0.1546,0.6738,0.2317,0.0945,3,97,0,37,267,57
2017-07-04,456,456,0,30,8,62,28,15,40,0,17,0.2083,0.5556,0.2361,0.5528,0.2958,0.1514,1,72,0,37,279,66
2017-07-05,456,456,0,29,7,57,23,14,12,0,20,0.3043,0.2609,0.4348,0.6471,0.139,0.2139,0,46,0,38,223,59
2017-07-06,457,457,0,39,11,60,23,166,27,0,86,0.595,0.0968,0.3082,0.6252,0.1042,0.2706,0,279,0,39,458,62
2017-07-07,459,459,0,20,10,58,21,32,4,0,11,0.6809,0.0851,0.234,0.7744,0.0677,0.1579,0,47,0,39,242,62
2017-07-08,459,459,0,13,3,59,22,0,3,0,13,0,0.1875,0.8125,0.6226,0.1132,0.2642,0,16,0,39,187,84
2017-07-09,459,459,0,13,4,59,22,5,19,0,10,0.1471,0.5588,0.2941,0.3636,0.4242,0.2121,0,34,0,39,159,51
2017-07-10,459,459,0,31,5,60,20,60,47,0,39,0.411,0.3219,0.2671,0.6095,0.219,0.1714,2,146,0,39,368,97
2017-07-11,465,465,0,37,14,63,23,59,44,0,121,0.2634,0.1964,0.5402,0.5599,0.1244,0.3156,1,224,0,39,483,68
2017-07-12,466,466,0,33,11,64,25,26,13,0,84,0.2114,0.1057,0.6829,0.4925,0.0781,0.4294,2,123,0,39,380,96
2017-07-13,467,467,0,39,12,66,25,13,44,0,58,0.113,0.3826,0.5043,0.3902,0.2857,0.324,1,115,0,39,308,72
2017-07-14,468,468,0,25,10,65,24,27,10,0,70,0.2523,0.0935,0.6542,0.4583,0.0764,0.4653,1,107,0,39,331,89
2017-07-15,469,469,0,23,5,65,24,2,9,0,0,0.1818,0.8182,0,0.72,0.2267,0.0533,0,11,0,39,93,24
2017-07-16,469,469,0,11,5,64,24,6,3,0,3,0.5,0.25,0.25,0.7381,0.1667,0.0952,0,12,0,39,108,32
2017-07-17,470,470,0,34,14,65,28,13,24,0,43,0.1625,0.3,0.5375,0.4857,0.2,0.3143,1,80,0,39,231,51
2017-07-18,471,471,0,34,13,67,31,74,17,0,41,0.5606,0.1288,0.3106,0.7787,0.0514,0.17,1,132,0,39,351,78
2017-07-19,472,472,0,32,14,67,29,52,110,0,116,0.1871,0.3957,0.4173,0.3878,0.3243,0.2878,1,278,0,39,460,63
2017-07-20,473,473,0,27,15,62,30,65,8,0,93,0.3916,0.0482,0.5602,0.5968,0.0358,0.3674,4,166,0,39,335,50
2017-07-21,474,474,0,29,12,62,28,62,9,0,112,0.3388,0.0492,0.612,0.4922,0.0425,0.4653,0,183,0,39,324,49
2017-07-22,474,474,0,20,8,57,27,17,6,0,36,0.2881,0.1017,0.6102,0.5549,0.0714,0.3736,0,59,0,39,164,38
2017-07-23,474,474,0,14,4,57,27,1,0,0,6,0.1429,0,0.8571,0.6667,0.0588,0.2745,0,7,0,39,83,26
2017-07-24,474,474,0,30,11,54,24,36,8,0,36,0.45,0.1,0.45,0.6132,0.0991,0.2877,0,80,0,39,266,67
2017-07-25,476,476,0,37,15,57,25,84,40,0,127,0.3347,0.1594,0.506,0.5025,0.1215,0.376,1,251,0,39,404,53
2017-07-26,476,476,0,32,11,53,24,36,21,0,75,0.2727,0.1591,0.5682,0.5042,0.1218,0.3739,0,132,0,39,367,113
2017-07-27,477,477,0,41,12,57,23,50,31,0,172,0.1976,0.1225,0.6798,0.3591,0.1137,0.5272,2,253,0,39,413,46
2017-07-28,478,478,0,39,14,60,24,40,34,0,73,0.2721,0.2313,0.4966,0.4848,0.1768,0.3384,3,147,0,39,309,57
2017-07-29,479,479,0,27,10,63,25,15,6,0,35,0.2679,0.1071,0.625,0.5772,0.094,0.3289,0,56,0,39,157,32
2017-07-30,479,479,0,21,6,64,25,1,1,0,23,0.04,0.04,0.92,0.5059,0.0706,0.4235,0,25,0,39,167,46
2017-07-31,480,480,0,33,14,68,28,74,15,0,50,0.5324,0.1079,0.3597,0.7404,0.0632,0.1964,3,139,0,40,330,55
2017-08-01,482,482,0,31,11,68,27,24,58,0,26,0.2222,0.537,0.2407,0.8777,0.0835,0.0388,0,108,0,40,3405,1097
2017-08-02,486,486,0,41,15,72,30,80,89,0,185,0.226,0.2514,0.5226,0.5119,0.1697,0.3184,2,354,0,40,680,108
2017-08-03,487,487,0,69,22,92,39,161,5,0,250,0.387,0.012,0.601,0.6218,0.0157,0.3626,1,416,0,41,721,113
2017-08-04,490,490,0,51,18,96,41,126,0,0,173,0.4214,0,0.5786,0.6821,0.004,0.3138,1,299,0,41,593,124
2017-08-05,493,493,0,28,6,96,39,8,14,0,11,0.2424,0.4242,0.3333,0.759,0.1325,0.1084,1,33,0,41,117,29
2017-08-06,493,493,0,29,6,97,39,19,3,0,1,0.8261,0.1304,0.0435,0.9437,0.0423,0.0141,0,23,0,41,110,33
2017-08-07,494,494,0,46,12,102,38,27,13,0,137,0.1525,0.0734,0.774,0.4428,0.0678,0.4894,2,177,0,41,279,28
2017-08-08,496,496,0,50,15,105,37,33,6,0,127,0.1988,0.0361,0.7651,0.4911,0.0398,0.4692,3,166,0,41,283,31
2017-08-09,498,498,0,44,9,106,36,28,0,0,94,0.2295,0,0.7705,0.6526,0.0042,0.3432,6,122,0,41,285,51
2017-08-10,498,498,0,43,14,89,28,132,3,0,119,0.5197,0.0118,0.4685,0.6614,0.0205,0.3181,1,254,0,41,399,48
2017-08-11,500,500,0,49,14,87,27,96,8,0,56,0.6,0.05,0.35,0.7511,0.0441,0.2048,3,160,0,44,350,69
2017-08-12,500,500,0,26,10,84,28,18,2,0,8,0.6429,0.0714,0.2857,0.8759,0.0365,0.0876,0,28,0,44,167,49
2017-08-13,500,500,0,17,5,83,29,1,0,0,29,0.0333,0,0.9667,0.5385,0.0385,0.4231,0,30,0,44,129,41
2017-08-14,501,501,0,38,7,83,28,33,10,0,36,0.4177,0.1266,0.4557,0.6062,0.1018,0.292,1,79,0,44,243,49
2017-08-15,501,501,0,37,11,85,26,63,13,0,93,0.3728,0.0769,0.5503,0.5605,0.083,0.3565,3,169,0,44,422,78
2017-08-16,503,503,0,48,15,84,30,89,9,0,100,0.4495,0.0455,0.5051,0.6865,0.0495,0.264,8,198,0,44,398,63
2017-08-17,503,503,0,36,10,82,28,10,6,0,39,0.1818,0.1091,0.7091,0.5644,0.0842,0.3515,0,55,0,44,199,50
2017-08-18,504,504,0,49,15,77,31,67,9,0,71,0.4558,0.0612,0.483,0.7206,0.0405,0.2389,2,147,0,44,364,91
2017-08-19,504,504,0,34,9,81,32,27,0,0,11,0.7105,0,0.2895,0.8724,0.0102,0.1173,0,38,0,44,161,48
2017-08-20,504,504,0,19,6,77,30,15,5,0,25,0.3333,0.1111,0.5556,0.6902,0.087,0.2228,0,45,0,44,176,52
2017-08-21,504,504,0,34,8,78,31,9,22,0,150,0.0497,0.1215,0.8287,0.3187,0.1209,0.5604,1,181,0,44,320,55
2017-08-22,506,506,0,57,19,80,33,68,19,0,217,0.2237,0.0625,0.7138,0.5488,0.0425,0.4087,5,304,0,44,540,59
2017-08-23,507,507,0,54,11,78,30,37,18,0,84,0.2662,0.1295,0.6043,0.6505,0.0816,0.268,1,139,0,44,386,99
2017-08-24,508,508,0,57,14,83,32,49,11,0,58,0.4153,0.0932,0.4915,0.7119,0.0796,0.2084,3,118,0,44,296,56
2017-08-25,510,510,0,53,19,86,32,99,7,0,91,0.5025,0.0355,0.4619,0.7476,0.0396,0.2128,4,197,0,44,402,78
2017-08-26,511,511,0,34,9,85,33,9,10,0,12,0.2903,0.3226,0.3871,0.6972,0.1549,0.1479,6,31,0,44,120,30
2017-08-27,511,511,0,20,5,85,33,11,16,0,0,0.4074,0.5926,0,0.5392,0.4412,0.0196,2,27,0,44,91,19
2017-08-28,511,511,0,45,12,84,33,21,33,0,87,0.1489,0.234,0.617,0.4635,0.1965,0.3401,5,141,0,44,252,39
2017-08-29,511,511,0,50,13,83,28,32,73,0,53,0.2025,0.462,0.3354,0.4754,0.3238,0.2008,4,158,0,44,366,70
2017-08-30,511,511,0,43,10,83,28,38,31,0,60,0.2946,0.2403,0.4651,0.5383,0.1842,0.2775,9,129,0,44,325,60
2017-08-31,512,512,0,46,15,79,30,24,28,0,146,0.1212,0.1414,0.7374,0.5233,0.0872,0.3895,6,198,0,44,444,100
2017-09-01,512,512,0,40,9,75,25,14,19,0,120,0.0915,0.1242,0.7843,0.6649,0.0597,0.2754,3,153,0,44,3861,1261
2017-09-02,512,512,0,10,5,72,23,4,0,0,49,0.0755,0,0.9245,0.4071,0,0.5929,0,53,0,44,266,71
2017-09-03,513,513,0,27,5,75,24,3,2,0,1,0.5,0.3333,0.1667,0.8704,0.0741,0.0556,1,6,0,44,144,49
2017-09-04,513,513,0,38,9,76,25,16,13,0,22,0.3137,0.2549,0.4314,0.6908,0.1304,0.1787,1,51,0,44,278,80
2017-09-05,515,515,0,44,10,73,25,41,18,0,202,0.1571,0.069,0.7739,0.4972,0.0512,0.4515,4,261,0,44,440,50
2017-09-06,516,516,0,49,13,77,30,80,3,0,81,0.4878,0.0183,0.4939,0.8537,0.01,0.1363,4,164,0,44,374,69
2017-09-07,517,517,0,46,14,75,27,31,20,0,43,0.3298,0.2128,0.4574,0.702,0.1032,0.1948,0,94,0,45,320,76
2017-09-08,519,519,0,45,15,77,30,89,17,0,92,0.4495,0.0859,0.4646,0.6988,0.0642,0.2371,2,198,0,45,492,99
2017-09-09,522,522,0,25,7,82,31,8,14,0,17,0.2051,0.359,0.4359,0.6054,0.1905,0.2041,2,39,0,45,293,70
2017-09-10,526,526,0,34,9,86,33,20,26,0,8,0.3704,0.4815,0.1481,0.757,0.1776,0.0654,4,54,0,45,182,47
2017-09-11,527,527,0,48,11,87,33,51,30,0,25,0.4811,0.283,0.2358,0.7472,0.1435,0.1093,6,106,0,45,320,75
2017-09-12,528,528,0,52,12,87,33,52,14,0,104,0.3059,0.0824,0.6118,0.6431,0.0522,0.3047,3,170,0,45,553,147
2017-09-13,528,528,0,45,11,84,33,29,16,0,87,0.2197,0.1212,0.6591,0.5942,0.1009,0.3049,1,132,0,45,322,66
2017-09-14,528,528,0,45,10,81,30,16,17,0,60,0.172,0.1828,0.6452,0.519,0.1429,0.3382,3,93,0,45,324,91
2017-09-15,528,528,0,50,18,78,33,123,13,0,84,0.5591,0.0591,0.3818,0.7449,0.0886,0.1665,2,220,0,46,615,148
2017-09-16,529,529,0,29,7,82,34,5,3,0,13,0.2381,0.1429,0.619,0.6882,0.0538,0.2581,0,21,0,46,232,79
2017-09-17,529,529,0,18,3,79,32,2,0,0,11,0.1538,0,0.8462,0.6765,0.0441,0.2794,0,13,0,46,117,37
2017-09-18,530,530,0,40,14,78,33,111,36,0,61,0.5337,0.1731,0.2933,0.6438,0.1826,0.1736,3,208,0,46,505,109
2017-09-19,531,531,0,48,20,79,33,40,26,0,124,0.2105,0.1368,0.6526,0.4605,0.1225,0.417,7,190,0,46,416,74
2017-09-20,532,532,0,42,16,78,34,25,13,0,99,0.1825,0.0949,0.7226,0.435,0.1034,0.4615,0,137,0,46,394,83
2017-09-21,535,535,0,45,16,81,34,49,4,0,64,0.4188,0.0342,0.547,0.6395,0.061,0.2994,0,117,0,46,470,131
2017-09-22,535,535,0,44,12,80,32,40,22,0,37,0.404,0.2222,0.3737,0.6389,0.1451,0.216,2,99,0,46,337,95
2017-09-23,535,535,0,24,5,76,31,6,3,0,0,0.6667,0.3333,0,0.8493,0.1233,0.0274,0,9,0,46,94,28
2017-09-24,535,535,0,24,9,75,32,15,2,0,2,0.7895,0.1053,0.1053,0.8276,0.1264,0.046,2,19,0,46,178,58
2017-09-25,536,536,0,43,9,75,32,57,36,0,65,0.3608,0.2278,0.4114,0.618,0.167,0.215,2,158,0,46,301,45
2017-09-26,536,536,0,43,10,75,30,16,21,0,34,0.2254,0.2958,0.4789,0.5212,0.2161,0.2627,1,71,0,46,339,131
2017-09-27,537,537,0,49,10,74,28,27,10,0,54,0.2967,0.1099,0.5934,0.6282,0.0732,0.2986,3,91,0,46,333,86
2017-09-28,537,537,0,38,13,77,25,62,8,0,35,0.5905,0.0762,0.3333,0.7419,0.085,0.173,3,105,0,46,277,68
2017-09-29,539,539,0,45,11,77,23,56,5,0,47,0.5185,0.0463,0.4352,0.6754,0.0522,0.2725,3,108,0,46,511,178
2017-09-30,539,539,0,23,8,78,25,10,1,0,12,0.4348,0.0435,0.5217,0.7237,0.0263,0.25,0,23,0,46,188,61
2017-10-01,540,540,0,27,8,79,26,6,0,0,9,0.4,0,0.6,0.7174,0.0326,0.25,0,15,0,46,4104,1366
2017-10-02,540,540,0,42,10,75,27,123,23,0,31,0.6949,0.1299,0.1751,0.7869,0.1168,0.0963,9,177,0,46,588,157
2017-10-03,542,542,0,46,9,77,26,92,25,0,13,0.7077,0.1923,0.1,0.7904,0.1357,0.0739,3,130,0,46,468,147
2017-10-04,542,542,0,46,9,79,26,243,3,0,67,0.7764,0.0096,0.2141,0.827,0.0136,0.1594,7,313,0,46,565,91
2017-10-05,544,544,0,49,11,81,27,163,37,0,80,0.5821,0.1321,0.2857,0.6672,0.115,0.2178,3,280,0,46,526,102
2017-10-06,544,544,0,52,11,85,28,225,150,0,113,0.4611,0.3074,0.2316,0.605,0.2402,0.1548,14,488,0,46,856,188
2017-10-07,544,544,0,32,8,86,27,136,10,0,56,0.6733,0.0495,0.2772,0.7516,0.0594,0.189,10,202,0,46,423,96
2017-10-08,545,545,0,33,10,86,29,105,20,0,42,0.6287,0.1198,0.2515,0.7736,0.0725,0.1538,2,167,0,47,375,92
2017-10-09,548,548,0,54,17,89,33,57,51,0,46,0.3701,0.3312,0.2987,0.6381,0.2179,0.144,1,154,0,47,451,164
2017-10-10,549,549,0,57,16,91,32,88,126,0,85,0.2943,0.4214,0.2843,0.4927,0.3154,0.1919,2,299,0,47,663,153
2017-10-11,550,550,0,58,15,90,31,78,59,0,38,0.4457,0.3371,0.2171,0.6484,0.2326,0.119,4,175,0,47,685,284
2017-10-12,552,552,0,48,14,86,29,50,76,0,60,0.2688,0.4086,0.3226,0.492,0.2789,0.2291,8,186,0,47,514,169
2017-10-13,553,553,0,59,10,87,27,24,36,0,33,0.2581,0.3871,0.3548,0.5838,0.2374,0.1788,2,93,0,47,413,191
2017-10-14,553,553,0,20,5,87,27,3,3,0,3,0.3333,0.3333,0.3333,0.6522,0.2391,0.1087,0,9,0,47,106,46
2017-10-15,553,553,0,36,8,87,27,13,15,0,4,0.4063,0.4688,0.125,0.8012,0.1386,0.0602,3,32,0,47,294,81
2017-10-16,555,555,0,66,15,98,28,247,12,0,43,0.8179,0.0397,0.1424,0.9409,0.0192,0.04,3,302,0,47,827,322
2017-10-17,559,559,0,54,17,104,31,240,17,0,70,0.7339,0.052,0.2141,0.7902,0.0596,0.1502,2,327,0,48,765,229
2017-10-18,560,560,0,47,14,105,32,96,43,0,169,0.3117,0.1396,0.5487,0.5191,0.1028,0.3781,6,308,0,48,634,169
2017-10-19,560,560,0,50,23,103,34,79,33,0,113,0.3511,0.1467,0.5022,0.5304,0.1236,0.346,4,225,0,48,473,137
2017-10-20,560,560,0,37,16,101,36,16,71,0,113,0.08,0.355,0.565,0.3194,0.2735,0.4071,5,200,0,48,535,180
2017-10-21,561,561,0,26,7,100,36,24,4,0,3,0.7742,0.129,0.0968,0.8151,0.1345,0.0504,2,31,0,48,186,82
2017-10-22,562,562,0,29,5,98,35,9,12,0,25,0.1957,0.2609,0.5435,0.5101,0.1946,0.2953,0,46,0,48,201,88
2017-10-23,562,562,0,38,12,79,33,24,77,0,185,0.0839,0.2692,0.6469,0.2523,0.2417,0.506,5,286,0,48,560,129
2017-10-24,563,563,0,42,20,73,35,61,17,0,197,0.2218,0.0618,0.7164,0.4337,0.0656,0.5007,4,275,0,48,650,179
2017-10-25,563,563,0,50,16,74,35,38,43,0,134,0.1767,0.2,0.6233,0.4063,0.167,0.4267,8,215,0,48,544,175
2017-10-26,564,564,0,46,17,74,32,88,36,0,151,0.32,0.1309,0.5491,0.587,0.0748,0.3382,9,275,0,48,607,190
2017-10-27,564,564,0,47,12,79,33,23,42,0,66,0.1756,0.3206,0.5038,0.4881,0.2269,0.285,6,131,0,48,410,138
2017-10-28,565,565,0,37,9,84,34,32,5,0,20,0.5614,0.0877,0.3509,0.7093,0.1189,0.1718,2,57,0,48,199,85
2017-10-29,565,565,0,25,7,83,34,9,2,0,8,0.4737,0.1053,0.4211,0.7193,0.193,0.0877,0,19,0,48,200,69
2017-10-30,567,567,0,47,9,84,37,105,6,0,51,0.6481,0.037,0.3148,0.7764,0.0419,0.1816,2,162,0,48,462,175
2017-10-31,567,567,0,43,12,84,33,93,17,0,46,0.5962,0.109,0.2949,0.6781,0.1007,0.2211,0,156,0,48,346,102
