Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2016-10-02,237,237,0,19,4,52,24,15,20,0,17,0.2885,0.3846,0.3269,0.6124,0.2247,0.1629,0,52,0,31,123,30
2016-10-03,238,238,0,28,7,53,21,57,33,0,151,0.2365,0.1369,0.6266,0.478,0.129,0.393,2,241,0,31,432,96
2016-10-04,240,240,0,37,15,56,24,183,74,0,85,0.5351,0.2164,0.2485,0.6898,0.1767,0.1335,5,342,0,32,622,108
2016-10-05,241,241,0,31,9,54,22,35,27,0,51,0.3097,0.2389,0.4513,0.6025,0.1797,0.2177,0,113,0,32,258,67
2016-10-06,242,242,0,27,9,57,21,8,51,0,76,0.0593,0.3778,0.563,0.3062,0.3225,0.3713,4,135,0,32,253,52
2016-10-07,243,243,0,31,8,55,21,72,31,0,12,0.6261,0.2696,0.1043,0.7984,0.1609,0.0407,1,115,0,32,290,114
2016-10-08,243,243,0,15,1,56,21,1,1,0,0,0.5,0.5,0,0.7429,0.2286,0.0286,0,2,0,32,36,12
2016-10-09,243,243,0,8,1,53,20,0,2,0,0,0,1,0,0.4762,0.5238,0,0,2,0,32,61,19
2016-10-10,243,243,0,26,7,55,20,10,31,0,60,0.099,0.3069,0.5941,0.4228,0.2623,0.3148,2,101,0,32,234,66
2016-10-11,243,243,0,34,10,54,16,22,24,0,40,0.2558,0.2791,0.4651,0.6314,0.1572,0.2114,4,86,0,32,243,83
2016-10-12,243,243,0,26,8,53,16,23,8,0,18,0.4694,0.1633,0.3673,0.7311,0.1321,0.1368,0,49,0,32,163,54
2016-10-13,243,243,0,27,9,54,15,51,5,0,42,0.5204,0.051,0.4286,0.7088,0.0765,0.2147,2,98,0,32,248,99
2016-10-14,243,243,0,29,9,53,16,27,5,0,14,0.587,0.1087,0.3043,0.8205,0.0769,0.1026,1,46,0,32,159,59
2016-10-15,244,244,0,20,9,54,17,23,16,0,72,0.2072,0.1441,0.6486,0.3549,0.1399,0.5051,1,111,0,32,230,47
2016-10-16,245,245,0,19,7,54,17,13,2,0,127,0.0915,0.0141,0.8944,0.2405,0.0762,0.6833,0,142,0,32,260,38
2016-10-17,246,246,0,26,10,55,19,38,9,0,65,0.3393,0.0804,0.5804,0.5848,0.1023,0.3129,1,112,0,32,235,44
2016-10-18,246,246,0,29,9,52,20,58,54,0,53,0.3515,0.3273,0.3212,0.5425,0.2575,0.2,1,165,0,32,275,40
2016-10-19,247,247,0,33,9,53,19,18,25,0,11,0.3333,0.463,0.2037,0.6032,0.2834,0.1134,0,54,0,32,177,44
2016-10-20,247,247,0,21,4,53,18,13,28,0,10,0.2549,0.549,0.1961,0.4597,0.4313,0.109,1,51,0,32,245,79
2016-10-21,248,248,0,22,6,52,19,8,7,0,13,0.2857,0.25,0.4643,0.576,0.272,0.152,0,28,0,32,96,24
2016-10-22,250,250,0,16,6,52,19,26,0,0,6,0.8125,0,0.1875,0.8288,0.0685,0.1027,1,32,0,32,117,28
2016-10-23,251,251,0,19,4,52,18,36,13,0,0,0.7347,0.2653,0,0.8565,0.1388,0.0048,0,49,0,32,129,31
2016-10-24,251,251,0,20,8,49,17,5,20,0,27,0.0962,0.3846,0.5192,0.3766,0.4351,0.1883,0,52,0,32,308,91
2016-10-25,251,251,0,28,10,48,17,50,28,0,46,0.4032,0.2258,0.371,0.6463,0.1902,0.1634,0,124,0,32,251,65
2016-10-26,251,251,0,26,11,44,15,43,29,0,41,0.3805,0.2566,0.3628,0.6397,0.1569,0.2034,1,113,0,33,214,39
2016-10-27,251,251,0,24,11,47,18,24,29,0,44,0.2474,0.299,0.4536,0.3865,0.3147,0.2988,0,97,0,33,218,40
2016-10-28,252,252,0,25,6,50,17,14,30,0,14,0.2414,0.5172,0.2414,0.5123,0.3279,0.1598,0,58,0,33,181,55
2016-10-29,252,252,0,12,1,50,17,0,1,0,0,0,1,0,0.5143,0.4571,0.0286,0,1,0,33,69,29
2016-10-30,252,252,0,8,2,46,17,3,2,0,0,0.6,0.4,0,0.5556,0.4444,0,0,5,0,33,48,14
2016-10-31,252,252,0,24,9,47,21,13,52,0,43,0.1204,0.4815,0.3981,0.395,0.453,0.1519,2,108,0,33,312,102
2016-11-01,253,253,0,26,9,46,21,8,8,0,57,0.1096,0.1096,0.7808,0.461,0.1932,0.3458,2,73,0,33,246,73
2016-11-02,254,254,0,23,9,49,18,16,27,0,133,0.0909,0.1534,0.7557,0.3619,0.1711,0.467,1,176,0,33,361,96
2016-11-03,254,254,0,30,15,49,19,21,9,0,64,0.2234,0.0957,0.6809,0.503,0.2165,0.2805,4,94,0,33,300,99
2016-11-04,254,254,0,25,12,46,20,76,29,0,11,0.6552,0.25,0.0948,0.7101,0.2174,0.0725,0,116,0,33,209,43
2016-11-05,254,254,0,13,7,46,22,45,12,0,14,0.6338,0.169,0.1972,0.6304,0.2174,0.1522,1,71,0,33,214,65
2016-11-06,255,255,0,14,4,48,23,3,5,0,9,0.1765,0.2941,0.5294,0.6324,0.1618,0.2059,0,17,0,33,64,17
2016-11-07,256,256,0,30,9,51,22,29,71,0,19,0.2437,0.5966,0.1597,0.4381,0.4411,0.1208,2,119,0,33,209,35
2016-11-08,259,259,0,27,14,51,22,84,60,0,112,0.3281,0.2344,0.4375,0.4979,0.2241,0.278,4,256,0,33,374,57
2016-11-09,259,259,0,22,8,51,22,16,92,0,3,0.1441,0.8288,0.027,0.3743,0.5928,0.0329,3,111,0,33,200,33
2016-11-10,259,259,0,20,7,50,22,10,32,0,92,0.0746,0.2388,0.6866,0.3172,0.2054,0.4773,4,134,0,33,218,27
2016-11-11,261,261,0,22,9,48,18,13,35,0,33,0.1605,0.4321,0.4074,0.3626,0.3588,0.2786,3,81,0,33,157,21
2016-11-12,261,261,0,15,2,48,18,0,16,0,0,0,1,0,0.475,0.4,0.125,1,16,0,33,79,23
2016-11-13,261,261,0,9,4,48,18,2,5,0,4,0.1818,0.4545,0.3636,0.4043,0.3404,0.2553,0,11,0,33,51,16
2016-11-14,262,262,0,22,7,45,19,20,32,0,38,0.2222,0.3556,0.4222,0.4603,0.3046,0.2351,7,90,0,33,176,30
2016-11-15,262,262,0,25,12,42,19,20,38,0,149,0.0966,0.1836,0.7198,0.3333,0.1594,0.5072,9,207,0,33,402,90
2016-11-16,262,262,0,18,6,41,17,19,125,0,115,0.0734,0.4826,0.444,0.2376,0.4109,0.3515,16,259,0,33,477,91
2016-11-17,262,262,0,21,7,43,15,57,26,0,72,0.3677,0.1677,0.4645,0.5073,0.19,0.3027,12,155,0,33,385,98
2016-11-18,262,262,0,19,8,41,14,27,15,0,31,0.3699,0.2055,0.4247,0.6015,0.1587,0.2399,2,73,0,33,196,40
2016-11-19,262,262,0,10,3,38,15,34,8,0,0,0.8095,0.1905,0,0.8268,0.1732,0,1,42,0,33,144,50
2016-11-20,262,262,0,12,2,40,14,0,17,0,0,0,1,0,0.4884,0.5116,0,0,17,0,33,121,48
2016-11-21,262,262,0,19,3,38,14,21,5,0,3,0.7241,0.1724,0.1034,0.8058,0.1367,0.0576,3,29,0,33,141,49
2016-11-22,264,264,0,21,6,37,10,10,47,0,10,0.1493,0.7015,0.1493,0.4274,0.4444,0.1282,7,67,0,33,250,64
2016-11-23,264,264,0,21,6,36,11,58,65,0,28,0.3841,0.4305,0.1854,0.5896,0.322,0.0884,7,151,0,33,295,53
2016-11-24,265,265,0,20,6,36,14,19,30,0,12,0.3115,0.4918,0.1967,0.5188,0.3473,0.1339,0,61,0,33,220,45
2016-11-25,266,266,0,20,7,36,12,20,12,0,20,0.3846,0.2308,0.3846,0.6266,0.1416,0.2318,3,52,0,33,150,38
2016-11-26,269,269,0,20,8,39,15,69,17,0,27,0.6106,0.1504,0.2389,0.7275,0.1246,0.1478,3,113,0,34,339,109
2016-11-27,273,273,0,23,5,43,16,29,3,0,0,0.9063,0.0938,0,0.8873,0.0775,0.0352,0,32,0,34,116,33
2016-11-28,274,274,0,27,11,44,18,38,15,0,87,0.2714,0.1071,0.6214,0.5593,0.1019,0.3389,1,140,0,34,276,51
2016-11-29,274,274,0,24,7,43,18,20,27,0,116,0.1227,0.1656,0.7117,0.3944,0.2187,0.3869,0,163,0,34,408,105
2016-11-30,274,274,0,23,5,43,17,15,26,0,12,0.283,0.4906,0.2264,0.6572,0.2615,0.0813,3,53,0,34,474,166
2016-12-01,274,274,0,23,8,44,16,21,5,0,85,0.1892,0.045,0.7658,0.4622,0.0393,0.4985,0,111,0,34,359,108
2016-12-02,274,274,0,22,9,46,15,14,59,0,18,0.1538,0.6484,0.1978,0.2902,0.5524,0.1573,0,91,0,34,299,82
2016-12-03,274,274,0,14,5,46,15,9,4,0,3,0.5625,0.25,0.1875,0.7708,0.1771,0.0521,0,16,0,34,118,55
2016-12-04,274,274,0,11,4,41,15,77,0,0,0,1,0,0,0.9802,0.0198,0,1,77,0,34,184,31
2016-12-05,274,274,0,24,6,40,13,73,52,0,40,0.4424,0.3152,0.2424,0.657,0.2035,0.1395,2,165,0,34,331,83
2016-12-06,275,275,0,25,8,45,16,20,37,0,47,0.1923,0.3558,0.4519,0.457,0.2878,0.2552,3,104,0,34,303,95
2016-12-07,275,275,0,20,5,46,16,5,4,0,8,0.2941,0.2353,0.4706,0.7934,0.0661,0.1405,1,17,0,34,207,102
2016-12-08,276,276,0,18,9,49,20,34,1,0,29,0.5313,0.0156,0.4531,0.6879,0.0173,0.2948,0,64,0,34,182,44
2016-12-09,277,277,0,20,9,51,22,10,1,0,44,0.1818,0.0182,0.8,0.5072,0.1053,0.3876,3,55,0,34,149,24
2016-12-10,277,277,0,13,5,48,22,28,0,0,56,0.3333,0,0.6667,0.4955,0.0446,0.4598,2,84,0,34,150,29
2016-12-11,279,279,0,15,7,50,24,13,0,0,2,0.8667,0,0.1333,0.8737,0.0632,0.0632,0,15,0,34,87,25
2016-12-12,279,279,0,20,7,49,24,8,0,0,9,0.4706,0,0.5294,0.6885,0.123,0.1885,2,17,0,34,139,40
2016-12-13,279,279,0,24,6,45,20,13,1,0,26,0.325,0.025,0.65,0.6372,0.1239,0.2389,0,40,0,34,192,60
2016-12-14,279,279,0,20,7,44,21,6,3,0,13,0.2727,0.1364,0.5909,0.6111,0.1825,0.2063,1,22,0,34,163,43
2016-12-15,279,279,0,27,10,45,20,13,6,0,47,0.197,0.0909,0.7121,0.6245,0.1055,0.27,2,66,0,34,243,70
2016-12-16,279,279,0,22,5,45,17,5,0,0,11,0.3125,0,0.6875,0.7904,0.0659,0.1437,0,16,0,34,241,88
2016-12-17,279,279,0,8,1,45,17,0,0,0,1,0,0,1,0.587,0.3696,0.0435,0,1,0,34,119,41
2016-12-18,279,279,0,9,2,47,17,4,0,0,0,1,0,0,0.6977,0.2326,0.0698,0,4,0,34,86,28
2016-12-19,279,279,0,27,7,49,18,10,3,0,40,0.1887,0.0566,0.7547,0.5049,0.0777,0.4175,0,53,0,34,178,46
2016-12-20,280,280,0,23,7,47,19,16,40,0,52,0.1481,0.3704,0.4815,0.3789,0.2826,0.3385,1,108,0,34,242,40
2016-12-21,280,280,0,32,8,49,18,36,41,0,22,0.3636,0.4141,0.2222,0.6174,0.2377,0.1449,3,99,0,34,225,37
2016-12-22,281,281,0,25,12,45,18,135,47,0,88,0.5,0.1741,0.3259,0.5532,0.1761,0.2708,0,270,0,34,474,51
2016-12-23,281,281,0,23,10,46,20,18,42,0,96,0.1154,0.2692,0.6154,0.3433,0.3194,0.3373,5,156,0,34,440,123
2016-12-24,282,282,0,10,5,47,20,7,3,0,4,0.5,0.2143,0.2857,0.5075,0.3731,0.1194,2,14,0,34,135,42
2016-12-25,282,282,0,12,3,48,20,3,3,0,0,0.5,0.5,0,0.6909,0.3091,0,0,6,0,34,53,13
2016-12-26,282,282,0,13,4,46,20,3,25,0,8,0.0833,0.6944,0.2222,0.3636,0.4848,0.1515,1,36,0,34,116,22
2016-12-27,282,282,0,17,5,46,18,58,48,0,25,0.4427,0.3664,0.1908,0.6805,0.2232,0.0963,2,131,0,34,516,199
2016-12-28,282,282,0,17,5,38,16,20,3,0,38,0.3279,0.0492,0.623,0.6829,0.0762,0.2409,0,61,0,34,274,108
2016-12-29,282,282,0,14,5,36,13,98,38,0,38,0.5632,0.2184,0.2184,0.6983,0.1657,0.1359,5,174,0,34,410,101
2016-12-30,282,282,0,18,4,29,10,42,35,0,32,0.3853,0.3211,0.2936,0.5429,0.3143,0.1429,4,109,0,34,365,118
2016-12-31,283,283,0,15,4,30,11,24,26,0,20,0.3429,0.3714,0.2857,0.536,0.3153,0.1486,0,70,0,34,130,15
2017-01-01,283,283,0,14,7,31,14,4,6,0,3,0.3077,0.4615,0.2308,0.479,0.4538,0.0672,2,13,0,34,126,36
2017-01-02,284,284,0,24,8,35,15,15,6,0,28,0.3061,0.1224,0.5714,0.6085,0.1899,0.2016,4,49,0,34,247,66
2017-01-03,284,284,0,24,7,35,18,28,25,0,36,0.3146,0.2809,0.4045,0.5365,0.2263,0.2372,1,89,0,34,312,76
2017-01-04,284,284,0,19,10,35,18,59,18,0,13,0.6556,0.2,0.1444,0.7261,0.1782,0.0957,1,90,0,34,258,68
2017-01-05,284,284,0,26,8,39,18,76,15,0,53,0.5278,0.1042,0.3681,0.6591,0.1278,0.213,1,144,0,34,322,86
2017-01-06,285,285,0,26,9,43,18,173,8,0,140,0.5389,0.0249,0.4361,0.7088,0.0201,0.2711,4,321,0,34,442,41
2017-01-07,286,286,0,25,6,47,19,55,0,0,24,0.6962,0,0.3038,0.7622,0.0195,0.2182,3,79,0,34,149,22
2017-01-08,286,286,0,13,3,47,17,3,5,0,1,0.3333,0.5556,0.1111,0.6857,0.2857,0.0286,1,9,0,34,77,22
2017-01-09,286,286,0,26,7,45,15,48,47,0,117,0.2264,0.2217,0.5519,0.418,0.2105,0.3714,15,212,0,34,419,85
2017-01-10,286,286,0,22,10,43,15,40,28,0,110,0.2247,0.1573,0.618,0.4186,0.1686,0.4129,5,178,0,34,291,50
2017-01-11,288,288,0,32,8,50,14,32,8,0,206,0.1301,0.0325,0.8374,0.3166,0.0768,0.6066,9,246,0,34,447,105
2017-01-12,288,288,0,32,10,51,17,91,18,0,134,0.3745,0.0741,0.5514,0.503,0.1306,0.3664,5,243,0,34,392,45
2017-01-13,288,288,0,25,11,48,19,24,22,0,85,0.1832,0.1679,0.6489,0.4368,0.1593,0.4038,4,131,0,34,267,50
2017-01-14,288,288,0,17,8,47,19,66,4,0,5,0.88,0.0533,0.0667,0.8664,0.0829,0.0507,3,75,0,34,181,31
2017-01-15,288,288,0,10,2,47,19,4,0,0,0,1,0,0,0.6829,0.1707,0.1463,0,4,0,34,115,38
2017-01-16,289,289,0,25,9,47,20,41,152,0,78,0.1513,0.5609,0.2878,0.3195,0.4719,0.2086,7,271,0,34,423,50
2017-01-17,290,290,0,24,14,50,22,88,63,0,98,0.3534,0.253,0.3936,0.4879,0.2379,0.2742,3,249,0,34,441,71
2017-01-18,291,291,0,30,16,48,23,104,53,0,148,0.341,0.1738,0.4852,0.5186,0.1683,0.3131,4,305,0,34,599,106
2017-01-19,291,291,0,28,12,47,20,204,81,0,23,0.6623,0.263,0.0747,0.7553,0.1922,0.0525,5,308,0,34,566,112
2017-01-20,293,293,0,28,11,48,21,51,59,0,46,0.3269,0.3782,0.2949,0.5442,0.2962,0.1596,0,156,0,34,417,102
2017-01-21,294,294,0,17,2,50,21,10,0,0,0,1,0,0,0.8571,0.0909,0.0519,0,10,0,34,102,32
2017-01-22,294,294,0,20,5,48,21,22,0,0,21,0.5116,0,0.4884,0.6133,0.1547,0.232,0,43,0,34,185,55
2017-01-23,296,296,0,29,14,49,24,29,14,0,90,0.218,0.1053,0.6767,0.5192,0.1068,0.3739,0,133,0,34,323,78
2017-01-24,296,296,0,28,11,52,25,102,50,0,40,0.5313,0.2604,0.2083,0.662,0.1874,0.1506,1,192,0,34,491,136
2017-01-25,296,296,0,28,9,49,24,44,45,0,72,0.2733,0.2795,0.4472,0.4695,0.2711,0.2593,0,161,0,34,353,89
2017-01-26,298,298,0,31,13,51,27,166,108,0,24,0.557,0.3624,0.0805,0.6474,0.2852,0.0674,1,298,0,34,429,45
2017-01-27,299,299,0,30,10,53,25,132,128,0,39,0.4415,0.4281,0.1304,0.5787,0.3376,0.0838,2,299,0,34,555,128
2017-01-28,299,299,0,24,8,51,26,18,27,0,6,0.3529,0.5294,0.1176,0.5892,0.3189,0.0919,0,51,0,34,184,84
2017-01-29,300,300,0,30,4,57,24,52,25,0,0,0.6753,0.3247,0,0.7099,0.2593,0.0309,3,77,0,34,293,79
2017-01-30,310,310,0,43,13,67,25,81,80,0,324,0.167,0.1649,0.668,0.378,0.1475,0.4746,6,485,0,34,818,109
2017-01-31,312,312,0,39,16,69,25,116,25,0,27,0.6905,0.1488,0.1607,0.8242,0.0862,0.0896,1,168,0,34,355,48
2017-02-01,314,314,0,37,16,73,30,236,30,0,70,0.7024,0.0893,0.2083,0.8169,0.0653,0.1179,3,336,0,34,718,122
2017-02-02,317,317,0,35,12,73,29,176,34,0,145,0.4958,0.0958,0.4085,0.6194,0.098,0.2827,4,355,0,34,588,89
2017-02-03,317,317,0,38,11,79,29,15,12,0,59,0.1744,0.1395,0.686,0.5747,0.157,0.2684,0,86,0,34,377,124
2017-02-04,317,317,0,24,2,79,27,1,6,0,12,0.0526,0.3158,0.6316,0.4932,0.3176,0.1892,2,19,0,34,158,45
2017-02-05,319,319,0,18,5,76,30,25,1,0,3,0.8621,0.0345,0.1034,0.8506,0.1039,0.0455,0,29,0,34,148,36
2017-02-06,319,319,0,33,12,73,28,48,49,0,54,0.3179,0.3245,0.3576,0.6151,0.2081,0.1768,2,151,0,34,326,77
2017-02-07,320,320,0,34,19,70,28,86,35,0,76,0.4365,0.1777,0.3858,0.6958,0.1336,0.1706,7,197,0,34,431,90
2017-02-08,320,320,0,32,12,66,26,32,11,0,76,0.2689,0.0924,0.6387,0.575,0.0675,0.3575,1,119,0,34,277,69
2017-02-09,321,321,0,35,14,64,28,126,28,0,41,0.6462,0.1436,0.2103,0.7707,0.0995,0.1298,1,195,0,35,389,79
2017-02-10,322,322,0,30,9,53,29,32,29,0,56,0.2735,0.2479,0.4786,0.6072,0.1576,0.2351,2,117,0,35,319,78
2017-02-11,323,323,0,19,5,54,29,0,3,0,8,0,0.2727,0.7273,0.6024,0.1807,0.2169,0,11,0,35,82,25
2017-02-12,324,324,0,15,4,54,29,2,10,0,74,0.0233,0.1163,0.8605,0.2,0.0889,0.7111,0,86,0,35,207,45
2017-02-13,324,324,0,27,11,51,30,20,10,0,66,0.2083,0.1042,0.6875,0.4888,0.0895,0.4217,0,96,0,35,253,77
2017-02-14,325,325,0,29,8,50,25,50,38,0,122,0.2381,0.181,0.581,0.4515,0.1411,0.4074,2,210,0,35,441,95
2017-02-15,330,330,0,36,13,59,26,77,44,0,131,0.3056,0.1746,0.5198,0.4662,0.1262,0.4077,4,252,0,35,479,80
2017-02-16,330,330,0,31,7,57,23,11,11,0,30,0.2115,0.2115,0.5769,0.6142,0.1496,0.2362,1,52,0,35,218,53
2017-02-17,330,330,0,32,9,58,22,22,51,0,21,0.234,0.5426,0.2234,0.6082,0.2807,0.1111,3,94,0,35,278,71
2017-02-18,330,330,0,12,3,56,23,2,36,0,1,0.0513,0.9231,0.0256,0.3303,0.633,0.0367,1,39,0,35,151,37
2017-02-19,330,330,0,16,5,58,23,0,2,0,14,0,0.125,0.875,0.4675,0.0909,0.4416,0,16,0,35,109,33
2017-02-20,330,330,0,21,4,56,18,4,1,0,7,0.3333,0.0833,0.5833,0.6848,0.0761,0.2391,1,12,0,35,172,52
2017-02-21,330,330,0,23,8,52,18,22,63,0,121,0.1068,0.3058,0.5874,0.4155,0.2022,0.3823,0,206,0,35,491,97
2017-02-22,330,330,0,31,13,54,19,77,44,0,117,0.3235,0.1849,0.4916,0.5742,0.1305,0.2953,0,238,0,35,451,82
2017-02-23,330,330,0,32,10,55,21,36,14,0,24,0.4865,0.1892,0.3243,0.7315,0.1173,0.1512,0,74,0,35,216,51
2017-02-24,332,332,0,29,9,52,20,8,9,0,98,0.0696,0.0783,0.8522,0.3846,0.0598,0.5556,2,115,0,35,343,101
2017-02-25,332,332,0,21,9,52,21,6,2,0,36,0.1364,0.0455,0.8182,0.4754,0.0492,0.4754,0,44,0,35,123,33
2017-02-26,333,333,0,25,0,52,21,0,0,0,0,0,0,0,0.8378,0.0811,0.0811,0,0,0,35,60,18
2017-02-27,334,334,0,30,11,55,22,88,21,0,66,0.5029,0.12,0.3771,0.7695,0.0686,0.1619,1,175,0,35,382,105
2017-02-28,335,335,0,32,17,54,26,61,14,0,44,0.5126,0.1176,0.3697,0.789,0.0771,0.1339,2,119,0,35,484,135
2017-03-01,336,336,0,35,15,53,28,68,24,0,43,0.5037,0.1778,0.3185,0.7195,0.1202,0.1603,0,135,0,35,856,259
2017-03-02,336,336,0,35,14,56,28,67,29,0,30,0.5317,0.2302,0.2381,0.7597,0.1426,0.0978,6,126,0,35,456,191
2017-03-03,336,336,0,29,14,61,29,104,27,0,51,0.5714,0.1484,0.2802,0.7522,0.0861,0.1618,1,182,0,35,520,189
2017-03-04,337,337,0,20,3,63,27,12,0,0,2,0.8571,0,0.1429,0.9271,0,0.0729,1,14,0,35,122,35
2017-03-05,338,338,0,14,3,60,27,2,10,0,0,0.1667,0.8333,0,0.6731,0.3269,0,0,12,0,35,72,18
2017-03-06,339,339,0,30,6,60,27,8,28,0,22,0.1379,0.4828,0.3793,0.5412,0.3059,0.1529,0,58,0,35,192,54
2017-03-07,340,340,0,24,6,59,24,10,27,0,11,0.2083,0.5625,0.2292,0.6453,0.2393,0.1154,0,48,0,35,212,65
2017-03-08,341,341,0,29,7,56,21,11,24,0,121,0.0705,0.1538,0.7756,0.3075,0.1497,0.5428,1,156,0,35,250,33
2017-03-09,341,341,0,25,12,51,21,35,14,0,83,0.2652,0.1061,0.6288,0.5285,0.0968,0.3747,0,132,0,35,351,86
2017-03-10,344,344,0,30,11,52,18,26,5,0,139,0.1529,0.0294,0.8176,0.418,0.0494,0.5326,1,170,0,35,408,98
2017-03-11,344,344,0,15,4,48,18,2,11,0,0,0.1538,0.8462,0,0.5085,0.4915,0,0,13,0,35,90,31
2017-03-12,345,345,0,11,3,50,17,0,23,0,1,0,0.9583,0.0417,0.4048,0.5476,0.0476,0,24,0,35,147,38
2017-03-13,346,346,0,34,13,54,22,60,53,0,187,0.2,0.1767,0.6233,0.4137,0.1456,0.4407,1,300,0,35,467,75
2017-03-14,347,347,0,33,15,55,26,37,89,0,107,0.1588,0.382,0.4592,0.4405,0.2626,0.297,1,233,0,35,499,109
2017-03-15,347,347,0,31,14,55,27,62,39,0,68,0.3669,0.2308,0.4024,0.6196,0.163,0.2174,0,169,0,35,378,82
2017-03-16,349,349,0,32,13,56,27,35,11,0,132,0.1966,0.0618,0.7416,0.4722,0.0948,0.433,3,178,0,35,368,57
2017-03-17,351,351,0,33,15,57,28,56,5,0,119,0.3111,0.0278,0.6611,0.4906,0.0312,0.4782,2,180,0,35,378,74
2017-03-18,351,351,0,21,6,55,28,9,2,0,2,0.6923,0.1538,0.1538,0.8205,0.0769,0.1026,0,13,0,35,121,36
2017-03-19,351,351,0,12,4,55,29,8,0,0,0,1,0,0,1,0,0,0,8,0,35,115,36
2017-03-20,351,351,0,27,10,51,25,18,32,0,43,0.1935,0.3441,0.4624,0.5382,0.2558,0.206,2,93,0,35,324,108
2017-03-21,352,352,0,33,14,53,26,92,11,0,111,0.4299,0.0514,0.5187,0.6661,0.0346,0.2992,5,214,0,35,351,41
2017-03-22,352,352,0,32,10,53,25,114,71,0,74,0.4402,0.2741,0.2857,0.6084,0.1936,0.198,4,259,0,35,504,84
2017-03-23,352,352,0,27,11,51,23,55,38,0,101,0.2835,0.1959,0.5206,0.4046,0.1515,0.444,0,194,0,35,312,37
2017-03-24,353,353,0,29,14,55,21,155,11,0,126,0.5308,0.0377,0.4315,0.6579,0.0524,0.2897,1,292,0,35,572,108
2017-03-25,354,354,0,19,8,57,21,39,11,0,16,0.5909,0.1667,0.2424,0.6939,0.1531,0.1531,0,66,0,35,208,56
2017-03-26,355,355,0,19,10,60,23,20,11,0,12,0.4651,0.2558,0.2791,0.7163,0.1844,0.0993,0,43,0,35,128,34
2017-03-27,356,356,0,34,16,60,25,172,84,0,283,0.3191,0.1558,0.525,0.5459,0.1307,0.3234,4,539,0,35,740,76
2017-03-28,356,356,0,33,16,56,26,85,85,0,174,0.2471,0.2471,0.5058,0.5514,0.1469,0.3017,1,344,0,35,554,55
2017-03-29,356,356,0,36,14,54,29,185,62,0,69,0.5854,0.1962,0.2184,0.6381,0.198,0.1638,0,316,0,35,454,45
2017-03-30,356,356,0,32,11,53,29,191,58,0,97,0.552,0.1676,0.2803,0.7068,0.1148,0.1784,0,346,0,35,542,72
2017-03-31,358,358,0,33,10,57,30,55,27,0,34,0.4741,0.2328,0.2931,0.6926,0.1494,0.158,0,116,0,35,337,87
2017-04-01,358,358,0,19,11,55,31,183,59,0,214,0.4013,0.1294,0.4693,0.5756,0.1154,0.3089,1,456,0,35,1635,418
2017-04-02,358,358,0,20,13,56,30,87,8,0,17,0.7768,0.0714,0.1518,0.8634,0.0464,0.0902,2,112,0,36,467,133
2017-04-03,358,358,0,37,11,59,27,39,64,0,30,0.2932,0.4812,0.2256,0.5866,0.2965,0.1169,1,133,0,36,390,96
2017-04-04,361,361,0,34,12,61,26,38,103,0,103,0.1557,0.4221,0.4221,0.3774,0.3185,0.3041,1,244,0,36,458,91
2017-04-05,363,363,0,39,16,64,27,44,139,0,98,0.1566,0.4947,0.3488,0.3775,0.3775,0.2449,0,281,0,36,503,87
2017-04-06,369,369,0,43,14,71,30,112,37,0,73,0.5045,0.1667,0.3288,0.7017,0.1078,0.1905,2,222,0,36,395,44
2017-04-07,370,370,0,32,12,67,28,107,66,0,94,0.4007,0.2472,0.3521,0.6446,0.1518,0.2036,2,267,0,36,477,74
2017-04-08,371,371,0,21,4,68,27,22,8,0,0,0.7333,0.2667,0,0.8289,0.1579,0.0132,2,30,0,36,136,41
2017-04-09,372,372,0,17,7,68,26,5,22,0,42,0.0725,0.3188,0.6087,0.3367,0.2714,0.392,0,69,0,36,187,41
2017-04-10,373,373,0,31,11,66,26,26,27,0,38,0.2857,0.2967,0.4176,0.6037,0.1811,0.2152,1,91,0,36,301,73
2017-04-11,374,374,0,44,13,76,26,71,19,0,92,0.3901,0.1044,0.5055,0.6918,0.068,0.2402,1,182,0,36,393,95
2017-04-12,377,377,0,37,15,74,28,65,27,0,148,0.2708,0.1125,0.6167,0.5276,0.0828,0.3896,0,240,0,36,415,52
2017-04-13,379,379,0,36,13,69,27,104,37,0,256,0.262,0.0932,0.6448,0.4806,0.0758,0.4437,1,397,0,37,536,48
2017-04-14,381,381,0,40,15,76,28,79,37,0,72,0.4202,0.1968,0.383,0.5971,0.1378,0.2651,0,188,0,37,347,59
2017-04-15,381,381,0,24,7,75,27,44,0,0,7,0.8627,0,0.1373,0.9412,0.0147,0.0441,0,51,0,37,160,42
2017-04-16,381,381,0,11,4,75,28,4,8,0,1,0.3077,0.6154,0.0769,0.7627,0.2034,0.0339,0,13,0,37,155,56
2017-04-17,381,381,0,28,13,71,27,68,12,0,121,0.3383,0.0597,0.602,0.5709,0.0496,0.3794,0,201,0,37,495,125
